Mon Sep 24 21:00:38 CST 2018
Value 	 Freq. 	 Pct. 	 Cum Pct. 
Result [matrixKey=MatrixKey [startValue=Eleven, dealerCard=Seven7, situation=Splited_Pair_And_Can_NOT_Split], playerAction=Double]	8	0%	9%
Result [matrixKey=MatrixKey [startValue=Eleven, dealerCard=Seven7, situation=Start_Hand_WithoutA_WithoutPair], playerAction=Double]	8	0%	9%
Result [matrixKey=MatrixKey [startValue=Eleven, dealerCard=Six6, situation=Splited_Pair_And_Can_NOT_Split], playerAction=Double]	8	0%	10%
Result [matrixKey=MatrixKey [startValue=Eleven, dealerCard=Six6, situation=Start_Hand_WithoutA_WithoutPair], playerAction=Double]	8	0%	10%
Result [matrixKey=MatrixKey [startValue=Eleven, dealerCard=Ten, situation=Splited_Pair_And_Can_NOT_Split], playerAction=Double]	8	0%	10%
Result [matrixKey=MatrixKey [startValue=Eleven, dealerCard=Ten, situation=Start_Hand_WithoutA_WithoutPair], playerAction=Double]	8	0%	11%
Result [matrixKey=MatrixKey [startValue=Eleven, dealerCard=Three3, situation=Splited_Pair_And_Can_NOT_Split], playerAction=Double]	8	0%	11%
Result [matrixKey=MatrixKey [startValue=Eleven, dealerCard=Three3, situation=Start_Hand_WithoutA_WithoutPair], playerAction=Double]	8	0%	11%
Result [matrixKey=MatrixKey [startValue=Eleven, dealerCard=Two2, situation=Splited_Pair_And_Can_NOT_Split], playerAction=Double]	8	0%	12%
Result [matrixKey=MatrixKey [startValue=Eleven, dealerCard=Two2, situation=Start_Hand_WithoutA_WithoutPair], playerAction=Double]	8	0%	12%
Result [matrixKey=MatrixKey [startValue=Fifteen, dealerCard=Eight8, situation=Splited_Pair_And_Can_NOT_Split], playerAction=Hit]	8	0%	12%
Result [matrixKey=MatrixKey [startValue=Fifteen, dealerCard=Eight8, situation=Start_Hand_WithoutA_WithoutPair], playerAction=Hit]	8	0%	13%
Result [matrixKey=MatrixKey [startValue=Fifteen, dealerCard=Eight8, situation=Three_More_Cards], playerAction=Hit]	8	0%	13%
Result [matrixKey=MatrixKey [startValue=Fifteen, dealerCard=Nine9, situation=Splited_Pair_And_Can_NOT_Split], playerAction=Hit]	8	0%	13%
Result [matrixKey=MatrixKey [startValue=Fifteen, dealerCard=Nine9, situation=Start_Hand_WithoutA_WithoutPair], playerAction=Hit]	8	0%	13%
Result [matrixKey=MatrixKey [startValue=Fifteen, dealerCard=Nine9, situation=Three_More_Cards], playerAction=Hit]	8	0%	14%
Result [matrixKey=MatrixKey [startValue=Fifteen, dealerCard=One1, situation=Splited_Pair_And_Can_NOT_Split], playerAction=Hit]	8	0%	14%
Result [matrixKey=MatrixKey [startValue=Fifteen, dealerCard=One1, situation=Start_Hand_WithoutA_WithoutPair], playerAction=Hit]	8	0%	14%
Result [matrixKey=MatrixKey [startValue=Fifteen, dealerCard=One1, situation=Three_More_Cards], playerAction=Hit]	8	0%	15%
Result [matrixKey=MatrixKey [startValue=Fifteen, dealerCard=Seven7, situation=Splited_Pair_And_Can_NOT_Split], playerAction=Hit]	8	0%	15%
Result [matrixKey=MatrixKey [startValue=Fifteen, dealerCard=Seven7, situation=Start_Hand_WithoutA_WithoutPair], playerAction=Hit]	8	0%	15%
Result [matrixKey=MatrixKey [startValue=Fifteen, dealerCard=Seven7, situation=Three_More_Cards], playerAction=Hit]	8	0%	16%
Result [matrixKey=MatrixKey [startValue=Fifteen, dealerCard=Ten, situation=Splited_Pair_And_Can_NOT_Split], playerAction=Hit]	8	0%	16%
Result [matrixKey=MatrixKey [startValue=Fifteen, dealerCard=Ten, situation=Start_Hand_WithoutA_WithoutPair], playerAction=Giveup]	8	0%	16%
Result [matrixKey=MatrixKey [startValue=Fifteen, dealerCard=Ten, situation=Three_More_Cards], playerAction=Hit]	8	0%	17%
Result [matrixKey=MatrixKey [startValue=Five, dealerCard=Eight8, situation=Splited_Pair_And_Can_Split], playerAction=Split]	8	0%	17%
Result [matrixKey=MatrixKey [startValue=Five, dealerCard=Eight8, situation=Start_With_Pair], playerAction=Double]	8	0%	17%
Result [matrixKey=MatrixKey [startValue=Five, dealerCard=Five5, situation=Splited_Pair_And_Can_Split], playerAction=Double]	8	0%	18%
Result [matrixKey=MatrixKey [startValue=Five, dealerCard=Five5, situation=Start_With_A], playerAction=Double]	8	0%	18%
Result [matrixKey=MatrixKey [startValue=Five, dealerCard=Five5, situation=Start_With_Pair], playerAction=Double]	8	0%	18%
Result [matrixKey=MatrixKey [startValue=Five, dealerCard=Four4, situation=Splited_Pair_And_Can_Split], playerAction=Split]	8	0%	18%
Result [matrixKey=MatrixKey [startValue=Five, dealerCard=Four4, situation=Start_With_A], playerAction=Double]	8	0%	19%
Result [matrixKey=MatrixKey [startValue=Five, dealerCard=Four4, situation=Start_With_Pair], playerAction=Double]	8	0%	19%
Result [matrixKey=MatrixKey [startValue=Five, dealerCard=Nine9, situation=Splited_Pair_And_Can_Split], playerAction=Double]	8	0%	19%
Result [matrixKey=MatrixKey [startValue=Five, dealerCard=Nine9, situation=Start_With_Pair], playerAction=Double]	8	0%	20%
Result [matrixKey=MatrixKey [startValue=Five, dealerCard=One1, situation=Splited_Pair_And_Can_Split], playerAction=Stand]	8	0%	20%
Result [matrixKey=MatrixKey [startValue=Five, dealerCard=One1, situation=Start_With_Pair], playerAction=Hit]	8	0%	20%
Result [matrixKey=MatrixKey [startValue=Five, dealerCard=Seven7, situation=Splited_Pair_And_Can_Split], playerAction=Double]	8	0%	21%
Result [matrixKey=MatrixKey [startValue=Five, dealerCard=Seven7, situation=Start_With_Pair], playerAction=Double]	8	0%	21%
Result [matrixKey=MatrixKey [startValue=Five, dealerCard=Six6, situation=Splited_Pair_And_Can_Split], playerAction=Split]	8	0%	21%
Result [matrixKey=MatrixKey [startValue=Five, dealerCard=Six6, situation=Start_With_A], playerAction=Double]	8	0%	22%
Result [matrixKey=MatrixKey [startValue=Five, dealerCard=Six6, situation=Start_With_Pair], playerAction=Split]	8	0%	22%
Result [matrixKey=MatrixKey [startValue=Five, dealerCard=Ten, situation=Splited_Pair_And_Can_Split], playerAction=Hit]	8	0%	22%
Result [matrixKey=MatrixKey [startValue=Five, dealerCard=Ten, situation=Start_With_Pair], playerAction=Hit]	8	0%	23%
Result [matrixKey=MatrixKey [startValue=Five, dealerCard=Three3, situation=Splited_Pair_And_Can_Split], playerAction=Double]	8	0%	23%
Result [matrixKey=MatrixKey [startValue=Five, dealerCard=Three3, situation=Start_With_Pair], playerAction=Double]	8	0%	23%
Result [matrixKey=MatrixKey [startValue=Five, dealerCard=Two2, situation=Splited_Pair_And_Can_Split], playerAction=Double]	7	0%	23%
Result [matrixKey=MatrixKey [startValue=Five, dealerCard=Two2, situation=Splited_Pair_And_Can_Split], playerAction=Split]	1	0%	24%
Result [matrixKey=MatrixKey [startValue=Five, dealerCard=Two2, situation=Start_With_Pair], playerAction=Double]	8	0%	24%
Result [matrixKey=MatrixKey [startValue=Four, dealerCard=Eight8, situation=Splited_Pair_And_Can_Split], playerAction=Double]	8	0%	24%
Result [matrixKey=MatrixKey [startValue=Four, dealerCard=Eight8, situation=Start_With_Pair], playerAction=Hit]	8	0%	24%
Result [matrixKey=MatrixKey [startValue=Four, dealerCard=Five5, situation=Splited_Pair_And_Can_Split], playerAction=Split]	8	0%	25%
Result [matrixKey=MatrixKey [startValue=Four, dealerCard=Five5, situation=Start_With_A], playerAction=Double]	8	0%	25%
Result [matrixKey=MatrixKey [startValue=Four, dealerCard=Five5, situation=Start_With_Pair], playerAction=Split]	8	0%	25%
Result [matrixKey=MatrixKey [startValue=Four, dealerCard=Four4, situation=Splited_Pair_And_Can_Split], playerAction=Hit]	8	0%	26%
Result [matrixKey=MatrixKey [startValue=Four, dealerCard=Four4, situation=Start_With_A], playerAction=Double]	8	0%	26%
Result [matrixKey=MatrixKey [startValue=Four, dealerCard=Four4, situation=Start_With_Pair], playerAction=Hit]	8	0%	26%
Result [matrixKey=MatrixKey [startValue=Four, dealerCard=Nine9, situation=Splited_Pair_And_Can_Split], playerAction=Split]	8	0%	27%
Result [matrixKey=MatrixKey [startValue=Four, dealerCard=Nine9, situation=Start_With_Pair], playerAction=Hit]	8	0%	27%
Result [matrixKey=MatrixKey [startValue=Four, dealerCard=One1, situation=Splited_Pair_And_Can_Split], playerAction=Double]	8	0%	27%
Result [matrixKey=MatrixKey [startValue=Four, dealerCard=One1, situation=Start_With_Pair], playerAction=Hit]	8	0%	28%
Result [matrixKey=MatrixKey [startValue=Four, dealerCard=Seven7, situation=Splited_Pair_And_Can_Split], playerAction=Hit]	8	0%	28%
Result [matrixKey=MatrixKey [startValue=Four, dealerCard=Seven7, situation=Start_With_Pair], playerAction=Hit]	8	0%	28%
Result [matrixKey=MatrixKey [startValue=Four, dealerCard=Six6, situation=Splited_Pair_And_Can_Split], playerAction=Split]	8	0%	29%
Result [matrixKey=MatrixKey [startValue=Four, dealerCard=Six6, situation=Start_With_A], playerAction=Double]	8	0%	29%
Result [matrixKey=MatrixKey [startValue=Four, dealerCard=Six6, situation=Start_With_Pair], playerAction=Split]	8	0%	29%
Result [matrixKey=MatrixKey [startValue=Four, dealerCard=Ten, situation=Splited_Pair_And_Can_Split], playerAction=Hit]	8	0%	29%
Result [matrixKey=MatrixKey [startValue=Four, dealerCard=Ten, situation=Start_With_Pair], playerAction=Hit]	8	0%	30%
Result [matrixKey=MatrixKey [startValue=Four, dealerCard=Three3, situation=Splited_Pair_And_Can_Split], playerAction=Hit]	7	0%	30%
Result [matrixKey=MatrixKey [startValue=Four, dealerCard=Three3, situation=Splited_Pair_And_Can_Split], playerAction=Stand]	1	0%	30%
Result [matrixKey=MatrixKey [startValue=Four, dealerCard=Three3, situation=Start_With_Pair], playerAction=Hit]	8	0%	30%
Result [matrixKey=MatrixKey [startValue=Four, dealerCard=Two2, situation=Splited_Pair_And_Can_Split], playerAction=Hit]	8	0%	31%
Result [matrixKey=MatrixKey [startValue=Four, dealerCard=Two2, situation=Start_With_Pair], playerAction=Hit]	8	0%	31%
Result [matrixKey=MatrixKey [startValue=Fourteen, dealerCard=Eight8, situation=Splited_Pair_And_Can_NOT_Split], playerAction=Hit]	8	0%	31%
Result [matrixKey=MatrixKey [startValue=Fourteen, dealerCard=Eight8, situation=Start_Hand_WithoutA_WithoutPair], playerAction=Hit]	8	0%	32%
Result [matrixKey=MatrixKey [startValue=Fourteen, dealerCard=Eight8, situation=Three_More_Cards], playerAction=Hit]	8	0%	32%
Result [matrixKey=MatrixKey [startValue=Fourteen, dealerCard=Nine9, situation=Splited_Pair_And_Can_NOT_Split], playerAction=Hit]	8	0%	32%
Result [matrixKey=MatrixKey [startValue=Fourteen, dealerCard=Nine9, situation=Start_Hand_WithoutA_WithoutPair], playerAction=Hit]	8	0%	33%
Result [matrixKey=MatrixKey [startValue=Fourteen, dealerCard=Nine9, situation=Three_More_Cards], playerAction=Hit]	8	0%	33%
Result [matrixKey=MatrixKey [startValue=Fourteen, dealerCard=Seven7, situation=Splited_Pair_And_Can_NOT_Split], playerAction=Hit]	8	0%	33%
Result [matrixKey=MatrixKey [startValue=Fourteen, dealerCard=Seven7, situation=Start_Hand_WithoutA_WithoutPair], playerAction=Hit]	8	0%	34%
Result [matrixKey=MatrixKey [startValue=Fourteen, dealerCard=Seven7, situation=Three_More_Cards], playerAction=Hit]	8	0%	34%
Result [matrixKey=MatrixKey [startValue=Fourteen, dealerCard=Ten, situation=Splited_Pair_And_Can_NOT_Split], playerAction=Hit]	8	0%	34%
Result [matrixKey=MatrixKey [startValue=Fourteen, dealerCard=Ten, situation=Start_Hand_WithoutA_WithoutPair], playerAction=Hit]	8	0%	34%
Result [matrixKey=MatrixKey [startValue=Fourteen, dealerCard=Ten, situation=Three_More_Cards], playerAction=Hit]	8	0%	35%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Eight8, situation=Splited_Pair_And_Can_NOT_Split], playerAction=Hit]	8	0%	35%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Eight8, situation=Splited_Pair_And_Can_Split], playerAction=Split]	8	0%	35%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Eight8, situation=Start_Hand_WithoutA_WithoutPair], playerAction=Hit]	8	0%	36%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Eight8, situation=Start_With_Pair], playerAction=Split]	8	0%	36%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Five5, situation=Splited_Pair_And_Can_NOT_Split], playerAction=Double]	8	0%	36%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Five5, situation=Splited_Pair_And_Can_Split], playerAction=Split]	8	0%	37%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Five5, situation=Start_Hand_WithoutA_WithoutPair], playerAction=Double]	8	0%	37%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Five5, situation=Start_With_Pair], playerAction=Split]	8	0%	37%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Four4, situation=Splited_Pair_And_Can_NOT_Split], playerAction=Double]	8	0%	38%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Four4, situation=Splited_Pair_And_Can_Split], playerAction=Split]	8	0%	38%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Four4, situation=Start_Hand_WithoutA_WithoutPair], playerAction=Double]	8	0%	38%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Four4, situation=Start_With_Pair], playerAction=Split]	8	0%	39%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Nine9, situation=Splited_Pair_And_Can_NOT_Split], playerAction=Hit]	8	0%	39%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Nine9, situation=Splited_Pair_And_Can_Split], playerAction=Hit]	8	0%	39%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Nine9, situation=Start_Hand_WithoutA_WithoutPair], playerAction=Hit]	8	0%	39%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Nine9, situation=Start_With_Pair], playerAction=Stand]	8	0%	40%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=One1, situation=Splited_Pair_And_Can_NOT_Split], playerAction=Hit]	8	0%	40%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=One1, situation=Splited_Pair_And_Can_Split], playerAction=Stand]	8	0%	40%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=One1, situation=Start_Hand_WithoutA_WithoutPair], playerAction=Hit]	8	0%	41%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=One1, situation=Start_With_Pair], playerAction=Stand]	8	0%	41%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Seven7, situation=Splited_Pair_And_Can_NOT_Split], playerAction=Hit]	1	0%	41%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Seven7, situation=Splited_Pair_And_Can_NOT_Split], playerAction=Stand]	7	0%	41%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Seven7, situation=Splited_Pair_And_Can_Split], playerAction=Split]	8	0%	42%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Seven7, situation=Start_Hand_WithoutA_WithoutPair], playerAction=Hit]	8	0%	42%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Seven7, situation=Start_With_Pair], playerAction=Split]	8	0%	42%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Six6, situation=Splited_Pair_And_Can_NOT_Split], playerAction=Double]	8	0%	43%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Six6, situation=Splited_Pair_And_Can_Split], playerAction=Split]	8	0%	43%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Six6, situation=Start_Hand_WithoutA_WithoutPair], playerAction=Double]	8	0%	43%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Six6, situation=Start_With_Pair], playerAction=Split]	8	0%	44%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Ten, situation=Splited_Pair_And_Can_NOT_Split], playerAction=Hit]	7	0%	44%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Ten, situation=Splited_Pair_And_Can_NOT_Split], playerAction=Stand]	1	0%	44%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Ten, situation=Splited_Pair_And_Can_Split], playerAction=Stand]	8	0%	44%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Ten, situation=Start_Hand_WithoutA_WithoutPair], playerAction=Hit]	8	0%	45%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Ten, situation=Start_With_Pair], playerAction=Stand]	8	0%	45%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Three3, situation=Splited_Pair_And_Can_NOT_Split], playerAction=Double]	8	0%	45%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Three3, situation=Splited_Pair_And_Can_Split], playerAction=Split]	8	0%	45%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Three3, situation=Start_Hand_WithoutA_WithoutPair], playerAction=Double]	8	0%	46%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Three3, situation=Start_With_Pair], playerAction=Split]	8	0%	46%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Two2, situation=Splited_Pair_And_Can_NOT_Split], playerAction=Hit]	8	0%	46%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Two2, situation=Splited_Pair_And_Can_Split], playerAction=Split]	8	0%	47%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Two2, situation=Start_Hand_WithoutA_WithoutPair], playerAction=Hit]	8	0%	47%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Two2, situation=Start_With_Pair], playerAction=Split]	8	0%	47%
Result [matrixKey=MatrixKey [startValue=One, dealerCard=Eight8, situation=Start_With_Pair], playerAction=Split]	8	0%	48%
Result [matrixKey=MatrixKey [startValue=One, dealerCard=Five5, situation=Start_With_Pair], playerAction=Split]	8	0%	48%
Result [matrixKey=MatrixKey [startValue=One, dealerCard=Four4, situation=Start_With_Pair], playerAction=Split]	8	0%	48%
Result [matrixKey=MatrixKey [startValue=One, dealerCard=Nine9, situation=Start_With_Pair], playerAction=Split]	8	0%	49%
Result [matrixKey=MatrixKey [startValue=One, dealerCard=One1, situation=Start_With_Pair], playerAction=Hit]	8	0%	49%
Result [matrixKey=MatrixKey [startValue=One, dealerCard=Seven7, situation=Start_With_Pair], playerAction=Split]	8	0%	49%
Result [matrixKey=MatrixKey [startValue=One, dealerCard=Six6, situation=Start_With_Pair], playerAction=Split]	8	0%	50%
Result [matrixKey=MatrixKey [startValue=One, dealerCard=Ten, situation=Start_With_Pair], playerAction=Split]	8	0%	50%
Result [matrixKey=MatrixKey [startValue=One, dealerCard=Three3, situation=Start_With_Pair], playerAction=Split]	8	0%	50%
Result [matrixKey=MatrixKey [startValue=One, dealerCard=Two2, situation=Start_With_Pair], playerAction=Split]	8	0%	50%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Eight8, situation=Splited_Pair_And_Can_Split], playerAction=Hit]	8	0%	51%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Eight8, situation=Start_With_A], playerAction=Stand]	8	0%	51%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Eight8, situation=Start_With_Pair], playerAction=Hit]	8	0%	51%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Five5, situation=Splited_Pair_And_Can_Split], playerAction=Split]	8	0%	52%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Five5, situation=Start_With_A], playerAction=Double]	8	0%	52%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Five5, situation=Start_With_Pair], playerAction=Split]	8	0%	52%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Four4, situation=Splited_Pair_And_Can_Split], playerAction=Split]	8	0%	53%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Four4, situation=Start_With_A], playerAction=Double]	8	0%	53%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Four4, situation=Start_With_Pair], playerAction=Split]	8	0%	53%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Nine9, situation=Splited_Pair_And_Can_Split], playerAction=Hit]	8	0%	54%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Nine9, situation=Start_With_A], playerAction=Hit]	8	0%	54%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Nine9, situation=Start_With_Pair], playerAction=Hit]	8	0%	54%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=One1, situation=Start_With_A], playerAction=Hit]	8	0%	55%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Seven7, situation=Splited_Pair_And_Can_Split], playerAction=Hit]	8	0%	55%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Seven7, situation=Start_With_A], playerAction=Stand]	8	0%	55%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Seven7, situation=Start_With_Pair], playerAction=Hit]	8	0%	55%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Six6, situation=Splited_Pair_And_Can_Split], playerAction=Split]	8	0%	56%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Six6, situation=Start_With_A], playerAction=Double]	8	0%	56%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Six6, situation=Start_With_Pair], playerAction=Split]	8	0%	56%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Ten, situation=Splited_Pair_And_Can_Split], playerAction=Hit]	8	0%	57%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Ten, situation=Start_With_A], playerAction=Hit]	8	0%	57%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Ten, situation=Start_With_Pair], playerAction=Giveup]	8	0%	57%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Three3, situation=Splited_Pair_And_Can_Split], playerAction=Stand]	8	0%	58%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Three3, situation=Start_With_A], playerAction=Double]	8	0%	58%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Three3, situation=Start_With_Pair], playerAction=Stand]	8	0%	58%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Two2, situation=Splited_Pair_And_Can_Split], playerAction=Stand]	8	0%	59%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Two2, situation=Start_With_A], playerAction=Stand]	8	0%	59%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Two2, situation=Start_With_Pair], playerAction=Stand]	8	0%	59%
Result [matrixKey=MatrixKey [startValue=Six, dealerCard=Eight8, situation=Splited_Pair_And_Can_Split], playerAction=Hit]	8	0%	60%
Result [matrixKey=MatrixKey [startValue=Six, dealerCard=Eight8, situation=Start_With_Pair], playerAction=Hit]	8	0%	60%
Result [matrixKey=MatrixKey [startValue=Six, dealerCard=Five5, situation=Splited_Pair_And_Can_Split], playerAction=Split]	8	0%	60%
Result [matrixKey=MatrixKey [startValue=Six, dealerCard=Five5, situation=Start_With_A], playerAction=Double]	8	0%	61%
Result [matrixKey=MatrixKey [startValue=Six, dealerCard=Five5, situation=Start_With_Pair], playerAction=Split]	8	0%	61%
Result [matrixKey=MatrixKey [startValue=Six, dealerCard=Four4, situation=Splited_Pair_And_Can_Split], playerAction=Hit]	1	0%	61%
Result [matrixKey=MatrixKey [startValue=Six, dealerCard=Four4, situation=Splited_Pair_And_Can_Split], playerAction=Split]	7	0%	61%
