Thu Mar 28 22:48:42 CST 2019 @ StrategyMatrix8012.paretoFrontType: 6
Value 	 Freq. 	 Pct. 	 Cum Pct. 
Result [matrixKey=MatrixKey [startValue=Fourteen, dealerCard=Nine9, situation=Splited_Pair_And_Can_NOT_Split], playerAction=Hit]	1	0%	30%
Result [matrixKey=MatrixKey [startValue=Fourteen, dealerCard=Nine9, situation=Start_Hand_WithoutA_WithoutPair], playerAction=Hit]	1	0%	30%
Result [matrixKey=MatrixKey [startValue=Fourteen, dealerCard=Nine9, situation=Three_More_Cards], playerAction=Stand]	1	0%	31%
Result [matrixKey=MatrixKey [startValue=Fourteen, dealerCard=Seven7, situation=Splited_Pair_And_Can_NOT_Split], playerAction=Double]	1	0%	31%
Result [matrixKey=MatrixKey [startValue=Fourteen, dealerCard=Seven7, situation=Start_Hand_WithoutA_WithoutPair], playerAction=Hit]	1	0%	31%
Result [matrixKey=MatrixKey [startValue=Fourteen, dealerCard=Seven7, situation=Three_More_Cards], playerAction=Stand]	1	0%	32%
Result [matrixKey=MatrixKey [startValue=Fourteen, dealerCard=Ten, situation=Splited_Pair_And_Can_NOT_Split], playerAction=Hit]	1	0%	32%
Result [matrixKey=MatrixKey [startValue=Fourteen, dealerCard=Ten, situation=Start_Hand_WithoutA_WithoutPair], playerAction=Hit]	1	0%	33%
Result [matrixKey=MatrixKey [startValue=Fourteen, dealerCard=Ten, situation=Three_More_Cards], playerAction=Hit]	1	0%	33%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Eight8, situation=Splited_Pair_And_Can_NOT_Split], playerAction=Hit]	1	0%	33%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Eight8, situation=Start_Hand_WithoutA_WithoutPair], playerAction=Hit]	1	0%	34%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Nine9, situation=Splited_Pair_And_Can_NOT_Split], playerAction=Stand]	1	0%	34%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Nine9, situation=Splited_Pair_And_Can_Split], playerAction=Stand]	1	0%	35%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Nine9, situation=Start_Hand_WithoutA_WithoutPair], playerAction=Hit]	1	0%	35%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Nine9, situation=Start_With_Pair], playerAction=Stand]	1	0%	35%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=One1, situation=Splited_Pair_And_Can_NOT_Split], playerAction=Hit]	1	0%	36%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=One1, situation=Splited_Pair_And_Can_Split], playerAction=Stand]	1	0%	36%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=One1, situation=Start_Hand_WithoutA_WithoutPair], playerAction=Stand]	1	0%	37%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=One1, situation=Start_With_Pair], playerAction=Stand]	1	0%	37%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Seven7, situation=Splited_Pair_And_Can_NOT_Split], playerAction=Hit]	1	0%	37%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Seven7, situation=Splited_Pair_And_Can_Split], playerAction=Stand]	1	0%	38%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Seven7, situation=Start_Hand_WithoutA_WithoutPair], playerAction=Hit]	1	0%	38%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Seven7, situation=Start_With_Pair], playerAction=Stand]	1	0%	39%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Ten, situation=Splited_Pair_And_Can_NOT_Split], playerAction=Hit]	1	0%	39%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Ten, situation=Splited_Pair_And_Can_Split], playerAction=Stand]	1	0%	39%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Ten, situation=Start_Hand_WithoutA_WithoutPair], playerAction=Hit]	1	0%	40%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Ten, situation=Start_With_Pair], playerAction=Stand]	1	0%	40%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Three3, situation=Splited_Pair_And_Can_NOT_Split], playerAction=Hit]	1	0%	41%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Three3, situation=Start_Hand_WithoutA_WithoutPair], playerAction=Hit]	1	0%	41%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Two2, situation=Splited_Pair_And_Can_NOT_Split], playerAction=Hit]	1	0%	41%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Two2, situation=Splited_Pair_And_Can_Split], playerAction=Stand]	1	0%	42%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Two2, situation=Start_Hand_WithoutA_WithoutPair], playerAction=Hit]	1	0%	42%
Result [matrixKey=MatrixKey [startValue=Nine, dealerCard=Two2, situation=Start_With_Pair], playerAction=Stand]	1	0%	43%
Result [matrixKey=MatrixKey [startValue=One, dealerCard=Eight8, situation=Start_With_Pair], playerAction=Split]	1	0%	43%
Result [matrixKey=MatrixKey [startValue=One, dealerCard=Five5, situation=Start_With_Pair], playerAction=Split]	1	0%	43%
Result [matrixKey=MatrixKey [startValue=One, dealerCard=Four4, situation=Start_With_Pair], playerAction=Split]	1	0%	44%
Result [matrixKey=MatrixKey [startValue=One, dealerCard=Nine9, situation=Start_With_Pair], playerAction=Split]	1	0%	44%
Result [matrixKey=MatrixKey [startValue=One, dealerCard=One1, situation=Start_With_Pair], playerAction=Hit]	1	0%	45%
Result [matrixKey=MatrixKey [startValue=One, dealerCard=Seven7, situation=Start_With_Pair], playerAction=Stand]	1	0%	45%
Result [matrixKey=MatrixKey [startValue=One, dealerCard=Six6, situation=Start_With_Pair], playerAction=Split]	1	0%	45%
Result [matrixKey=MatrixKey [startValue=One, dealerCard=Ten, situation=Start_With_Pair], playerAction=Split]	1	0%	46%
Result [matrixKey=MatrixKey [startValue=One, dealerCard=Three3, situation=Start_With_Pair], playerAction=Split]	1	0%	46%
Result [matrixKey=MatrixKey [startValue=One, dealerCard=Two2, situation=Start_With_Pair], playerAction=Hit]	1	0%	47%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Eight8, situation=Splited_Pair_And_Can_Split], playerAction=Hit]	1	0%	47%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Eight8, situation=Start_With_A], playerAction=Stand]	1	0%	47%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Eight8, situation=Start_With_Pair], playerAction=Hit]	1	0%	48%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Five5, situation=Start_With_A], playerAction=Hit]	1	0%	48%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Four4, situation=Splited_Pair_And_Can_Split], playerAction=Split]	1	0%	49%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Four4, situation=Start_With_A], playerAction=Hit]	1	0%	49%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Four4, situation=Start_With_Pair], playerAction=Double]	1	0%	49%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Nine9, situation=Splited_Pair_And_Can_Split], playerAction=Hit]	1	0%	50%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Nine9, situation=Start_With_A], playerAction=Hit]	1	0%	50%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Nine9, situation=Start_With_Pair], playerAction=Hit]	1	0%	51%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=One1, situation=Start_With_A], playerAction=Hit]	1	0%	51%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Seven7, situation=Splited_Pair_And_Can_Split], playerAction=Hit]	1	0%	51%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Seven7, situation=Start_With_A], playerAction=Stand]	1	0%	52%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Seven7, situation=Start_With_Pair], playerAction=Giveup]	1	0%	52%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Six6, situation=Start_With_A], playerAction=Hit]	1	0%	53%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Ten, situation=Splited_Pair_And_Can_Split], playerAction=Hit]	1	0%	53%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Ten, situation=Start_With_A], playerAction=Hit]	1	0%	53%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Ten, situation=Start_With_Pair], playerAction=Giveup]	1	0%	54%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Three3, situation=Splited_Pair_And_Can_Split], playerAction=Hit]	1	0%	54%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Three3, situation=Start_With_A], playerAction=Hit]	1	0%	55%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Three3, situation=Start_With_Pair], playerAction=Stand]	1	0%	55%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Two2, situation=Splited_Pair_And_Can_Split], playerAction=Double]	1	0%	55%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Two2, situation=Start_With_A], playerAction=Stand]	1	0%	56%
Result [matrixKey=MatrixKey [startValue=Seven, dealerCard=Two2, situation=Start_With_Pair], playerAction=Stand]	1	0%	56%
Result [matrixKey=MatrixKey [startValue=Six, dealerCard=Eight8, situation=Splited_Pair_And_Can_Split], playerAction=Hit]	1	0%	57%
Result [matrixKey=MatrixKey [startValue=Six, dealerCard=Eight8, situation=Start_With_A], playerAction=Hit]	1	0%	57%
Result [matrixKey=MatrixKey [startValue=Six, dealerCard=Eight8, situation=Start_With_Pair], playerAction=Hit]	1	0%	57%
Result [matrixKey=MatrixKey [startValue=Six, dealerCard=Four4, situation=Splited_Pair_And_Can_Split], playerAction=Stand]	1	0%	58%
Result [matrixKey=MatrixKey [startValue=Six, dealerCard=Four4, situation=Start_With_A], playerAction=Giveup]	1	0%	58%
Result [matrixKey=MatrixKey [startValue=Six, dealerCard=Four4, situation=Start_With_Pair], playerAction=Stand]	1	0%	59%
Result [matrixKey=MatrixKey [startValue=Six, dealerCard=Nine9, situation=Splited_Pair_And_Can_Split], playerAction=Hit]	1	0%	59%
Result [matrixKey=MatrixKey [startValue=Six, dealerCard=Nine9, situation=Start_With_A], playerAction=Hit]	1	0%	59%
Result [matrixKey=MatrixKey [startValue=Six, dealerCard=Nine9, situation=Start_With_Pair], playerAction=Hit]	1	0%	60%
Result [matrixKey=MatrixKey [startValue=Six, dealerCard=One1, situation=Splited_Pair_And_Can_Split], playerAction=Hit]	1	0%	60%
Result [matrixKey=MatrixKey [startValue=Six, dealerCard=One1, situation=Start_With_A], playerAction=Stand]	1	0%	61%
Result [matrixKey=MatrixKey [startValue=Six, dealerCard=One1, situation=Start_With_Pair], playerAction=Hit]	1	0%	61%
Result [matrixKey=MatrixKey [startValue=Six, dealerCard=Seven7, situation=Splited_Pair_And_Can_Split], playerAction=Hit]	1	0%	61%
Result [matrixKey=MatrixKey [startValue=Six, dealerCard=Seven7, situation=Start_With_A], playerAction=Hit]	1	0%	62%
Result [matrixKey=MatrixKey [startValue=Six, dealerCard=Seven7, situation=Start_With_Pair], playerAction=Hit]	1	0%	62%
Result [matrixKey=MatrixKey [startValue=Six, dealerCard=Ten, situation=Splited_Pair_And_Can_Split], playerAction=Stand]	1	0%	63%
Result [matrixKey=MatrixKey [startValue=Six, dealerCard=Ten, situation=Start_With_A], playerAction=Hit]	1	0%	63%
Result [matrixKey=MatrixKey [startValue=Six, dealerCard=Ten, situation=Start_With_Pair], playerAction=Hit]	1	0%	63%
Result [matrixKey=MatrixKey [startValue=Six, dealerCard=Three3, situation=Splited_Pair_And_Can_Split], playerAction=Hit]	1	0%	64%
Result [matrixKey=MatrixKey [startValue=Six, dealerCard=Three3, situation=Start_With_A], playerAction=Hit]	1	0%	64%
Result [matrixKey=MatrixKey [startValue=Six, dealerCard=Three3, situation=Start_With_Pair], playerAction=Hit]	1	0%	65%
Result [matrixKey=MatrixKey [startValue=Six, dealerCard=Two2, situation=Splited_Pair_And_Can_Split], playerAction=Hit]	1	0%	65%
Result [matrixKey=MatrixKey [startValue=Six, dealerCard=Two2, situation=Start_With_A], playerAction=Hit]	1	0%	65%
Result [matrixKey=MatrixKey [startValue=Six, dealerCard=Two2, situation=Start_With_Pair], playerAction=Hit]	1	0%	66%
Result [matrixKey=MatrixKey [startValue=Sixteen, dealerCard=Eight8, situation=Splited_Pair_And_Can_NOT_Split], playerAction=Hit]	1	0%	66%
Result [matrixKey=MatrixKey [startValue=Sixteen, dealerCard=Eight8, situation=Start_Hand_WithoutA_WithoutPair], playerAction=Double]	1	0%	67%
Result [matrixKey=MatrixKey [startValue=Sixteen, dealerCard=Eight8, situation=Three_More_Cards], playerAction=Hit]	1	0%	67%
Result [matrixKey=MatrixKey [startValue=Sixteen, dealerCard=Nine9, situation=Splited_Pair_And_Can_NOT_Split], playerAction=Stand]	1	0%	67%
Result [matrixKey=MatrixKey [startValue=Sixteen, dealerCard=Nine9, situation=Start_Hand_WithoutA_WithoutPair], playerAction=Giveup]	1	0%	68%
Result [matrixKey=MatrixKey [startValue=Sixteen, dealerCard=Nine9, situation=Three_More_Cards], playerAction=Hit]	1	0%	68%
Result [matrixKey=MatrixKey [startValue=Sixteen, dealerCard=One1, situation=Splited_Pair_And_Can_NOT_Split], playerAction=Hit]	1	0%	69%
Result [matrixKey=MatrixKey [startValue=Sixteen, dealerCard=One1, situation=Start_Hand_WithoutA_WithoutPair], playerAction=Double]	1	0%	69%
Result [matrixKey=MatrixKey [startValue=Sixteen, dealerCard=One1, situation=Three_More_Cards], playerAction=Stand]	1	0%	69%
Result [matrixKey=MatrixKey [startValue=Sixteen, dealerCard=Seven7, situation=Splited_Pair_And_Can_NOT_Split], playerAction=Hit]	1	0%	70%
Result [matrixKey=MatrixKey [startValue=Sixteen, dealerCard=Seven7, situation=Start_Hand_WithoutA_WithoutPair], playerAction=Hit]	1	0%	70%
Result [matrixKey=MatrixKey [startValue=Sixteen, dealerCard=Seven7, situation=Three_More_Cards], playerAction=Stand]	1	0%	71%
Result [matrixKey=MatrixKey [startValue=Sixteen, dealerCard=Ten, situation=Splited_Pair_And_Can_NOT_Split], playerAction=Hit]	1	0%	71%
Result [matrixKey=MatrixKey [startValue=Sixteen, dealerCard=Ten, situation=Start_Hand_WithoutA_WithoutPair], playerAction=Giveup]	1	0%	71%
Result [matrixKey=MatrixKey [startValue=Sixteen, dealerCard=Ten, situation=Three_More_Cards], playerAction=Stand]	1	0%	72%
Result [matrixKey=MatrixKey [startValue=Ten, dealerCard=Eight8, situation=Splited_Pair_And_Can_Split], playerAction=Double]	1	0%	72%
Result [matrixKey=MatrixKey [startValue=Ten, dealerCard=Eight8, situation=Start_With_Pair], playerAction=Stand]	1	0%	73%
Result [matrixKey=MatrixKey [startValue=Ten, dealerCard=Five5, situation=Splited_Pair_And_Can_Split], playerAction=Split]	1	0%	73%
Result [matrixKey=MatrixKey [startValue=Ten, dealerCard=Five5, situation=Start_With_Pair], playerAction=Stand]	1	0%	73%
Result [matrixKey=MatrixKey [startValue=Ten, dealerCard=Four4, situation=Splited_Pair_And_Can_Split], playerAction=Stand]	1	0%	74%
Result [matrixKey=MatrixKey [startValue=Ten, dealerCard=Four4, situation=Start_With_Pair], playerAction=Stand]	1	0%	74%
Result [matrixKey=MatrixKey [startValue=Ten, dealerCard=Nine9, situation=Splited_Pair_And_Can_Split], playerAction=Stand]	1	0%	75%
Result [matrixKey=MatrixKey [startValue=Ten, dealerCard=Nine9, situation=Start_With_Pair], playerAction=Hit]	1	0%	75%
Result [matrixKey=MatrixKey [startValue=Ten, dealerCard=One1, situation=Splited_Pair_And_Can_Split], playerAction=Stand]	1	0%	75%
Result [matrixKey=MatrixKey [startValue=Ten, dealerCard=One1, situation=Start_With_Pair], playerAction=Stand]	1	0%	76%
Result [matrixKey=MatrixKey [startValue=Ten, dealerCard=Seven7, situation=Splited_Pair_And_Can_Split], playerAction=Stand]	1	0%	76%
Result [matrixKey=MatrixKey [startValue=Ten, dealerCard=Seven7, situation=Start_With_Pair], playerAction=Stand]	1	0%	76%
Result [matrixKey=MatrixKey [startValue=Ten, dealerCard=Six6, situation=Splited_Pair_And_Can_Split], playerAction=Stand]	1	0%	77%
Result [matrixKey=MatrixKey [startValue=Ten, dealerCard=Six6, situation=Start_With_Pair], playerAction=Stand]	1	0%	77%
Result [matrixKey=MatrixKey [startValue=Ten, dealerCard=Ten, situation=Splited_Pair_And_Can_Split], playerAction=Stand]	1	0%	78%
Result [matrixKey=MatrixKey [startValue=Ten, dealerCard=Ten, situation=Start_With_Pair], playerAction=Stand]	1	0%	78%
Result [matrixKey=MatrixKey [startValue=Ten, dealerCard=Three3, situation=Splited_Pair_And_Can_Split], playerAction=Stand]	1	0%	78%
Result [matrixKey=MatrixKey [startValue=Ten, dealerCard=Three3, situation=Start_With_Pair], playerAction=Split]	1	0%	79%
Result [matrixKey=MatrixKey [startValue=Ten, dealerCard=Two2, situation=Splited_Pair_And_Can_Split], playerAction=Stand]	1	0%	79%
Result [matrixKey=MatrixKey [startValue=Ten, dealerCard=Two2, situation=Start_With_Pair], playerAction=Split]	1	0%	80%
Result [matrixKey=MatrixKey [startValue=Thirteen, dealerCard=Three3, situation=Splited_Pair_And_Can_NOT_Split], playerAction=Stand]	1	0%	80%
Result [matrixKey=MatrixKey [startValue=Thirteen, dealerCard=Three3, situation=Start_Hand_WithoutA_WithoutPair], playerAction=Stand]	1	0%	80%
